iShares Russell 2000 ETF
Fund Holdings as of,"Apr 10, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"280,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"VNDA","VANDA PHARMACEUTICALS INC","Health Care","Equity","9,545,843.58","0.01","9,545,843.58","1,322,139.00","7.22","United States","NASDAQ","USD","1.00","USD","-"
"BCAL","CALIFORNIA BANCORP","Financials","Equity","9,516,189.86","0.01","9,516,189.86","517,747.00","18.38","United States","NASDAQ","USD","1.00","USD","-"
"ATEX","ANTERIX INC","Communication","Equity","9,510,096.31","0.01","9,510,096.31","264,979.00","35.89","United States","NASDAQ","USD","1.00","USD","-"
"TWI","TITAN INTERNATIONAL INC","Industrials","Equity","9,474,454.88","0.01","9,474,454.88","1,133,308.00","8.36","United States","NYSE","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","9,481,203.45","0.01","9,481,203.45","2,179,587.00","4.35","United States","NASDAQ","USD","1.00","USD","-"
"AVIR","ATEA PHARMACEUTICALS INC","Health Care","Equity","9,449,117.37","0.01","9,449,117.37","1,666,511.00","5.67","United States","NASDAQ","USD","1.00","USD","-"
"LXEO","LEXEO THERAPEUTICS INC","Health Care","Equity","9,431,853.34","0.01","9,431,853.34","1,577,233.00","5.98","United States","NASDAQ","USD","1.00","USD","-"
"RBB","RBB BANCORP","Financials","Equity","9,422,000.50","0.01","9,422,000.50","416,350.00","22.63","United States","NASDAQ","USD","1.00","USD","-"
"VLGEA","VILLAGE SUPER MARKET INC CLASS A","Consumer Staples","Equity","9,390,616.62","0.01","9,390,616.62","213,958.00","43.89","United States","NASDAQ","USD","1.00","USD","-"
"CBAN","COLONY BANKCORP INC","Financials","Equity","9,380,446.30","0.01","9,380,446.30","447,754.00","20.95","United States","NYSE","USD","1.00","USD","-"
"TTAM","TITAN AMERICA SA","Materials","Equity","9,346,683.69","0.01","9,346,683.69","580,179.00","16.11","Belgium","NYSE","USD","1.00","USD","-"
"PTLO","PORTILLO S INC CLASS A","Consumer Discretionary","Equity","9,313,643.46","0.01","9,313,643.46","1,611,357.00","5.78","United States","NASDAQ","USD","1.00","USD","-"
"BFS","SAUL CENTERS REIT INC","Real Estate","Equity","9,267,204.57","0.01","9,267,204.57","273,611.00","33.87","United States","NYSE","USD","1.00","USD","-"
"ARKO","ARKO","Consumer Discretionary","Equity","9,246,971.84","0.01","9,246,971.84","1,699,811.00","5.44","United States","NASDAQ","USD","1.00","USD","-"
"BMRC","BANK OF MARIN BANCORP","Financials","Equity","9,219,417.20","0.01","9,219,417.20","344,780.00","26.74","United States","NASDAQ","USD","1.00","USD","-"
"LOCO","EL POLLO LOCO INC","Consumer Discretionary","Equity","9,222,635.40","0.01","9,222,635.40","664,455.00","13.88","United States","NASDAQ","USD","1.00","USD","-"
"ENTA","ENANTA PHARMACEUTICALS INC","Health Care","Equity","9,225,216.77","0.01","9,225,216.77","653,807.00","14.11","United States","NASDAQ","USD","1.00","USD","-"
"TRDA","ENTRADA THERAPEUTICS INC","Health Care","Equity","9,182,146.50","0.01","9,182,146.50","680,159.00","13.50","United States","NASDAQ","USD","1.00","USD","-"
"CLNE","CLEAN ENERGY FUELS CORP","Energy","Equity","9,169,107.02","0.01","9,169,107.02","4,057,127.00","2.26","United States","NASDAQ","USD","1.00","USD","-"
"NGS","NATURAL GAS SERVICES GROUP INC","Energy","Equity","9,172,283.72","0.01","9,172,283.72","238,613.00","38.44","United States","NYSE","USD","1.00","USD","-"
"CZNC","CITIZENS AND NORTHERN CORP","Financials","Equity","9,090,164.70","0.01","9,090,164.70","382,905.00","23.74","United States","NASDAQ","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","Consumer Discretionary","Equity","9,071,608.28","0.01","9,071,608.28","542,236.00","16.73","United States","NASDAQ","USD","1.00","USD","-"
"GRND","GRINDR INC","Communication","Equity","9,053,186.88","0.01","9,053,186.88","749,436.00","12.08","United States","NYSE","USD","1.00","USD","-"
"BWFG","BANKWELL FINANCIAL GROUP INC","Financials","Equity","9,045,318.10","0.01","9,045,318.10","170,989.00","52.90","United States","NASDAQ","USD","1.00","USD","-"
"MH","MCGRAW HILL INC","Consumer Discretionary","Equity","9,036,879.88","0.01","9,036,879.88","686,693.00","13.16","United States","NYSE","USD","1.00","USD","-"
"FRBA","FIRST BANK","Financials","Equity","9,041,608.08","0.01","9,041,608.08","534,374.00","16.92","United States","NASDAQ","USD","1.00","USD","-"
"FMAO","FARMERS AND MERCHANTS BANCORP INC","Financials","Equity","9,028,814.48","0.01","9,028,814.48","331,576.00","27.23","United States","NASDAQ","USD","1.00","USD","-"
"WNC","WABASH NATIONAL CORP","Industrials","Equity","8,977,525.60","0.01","8,977,525.60","975,818.00","9.20","United States","NYSE","USD","1.00","USD","-"
"CBNK","CAPITAL BANCORP INC","Financials","Equity","8,958,019.07","0.01","8,958,019.07","283,751.00","31.57","United States","NASDAQ","USD","1.00","USD","-"
"TDUP","THREDUP INC CLASS A","Consumer Discretionary","Equity","8,932,605.68","0.01","8,932,605.68","2,375,693.00","3.76","United States","NASDAQ","USD","1.00","USD","-"
"BATRA","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","8,891,273.50","0.01","8,891,273.50","181,085.00","49.10","United States","NASDAQ","USD","1.00","USD","-"
"ADCT","ADC THERAPEUTICS SA","Health Care","Equity","8,885,794.94","0.01","8,885,794.94","2,375,881.00","3.74","United States","NYSE","USD","1.00","USD","-"
"AIOT","POWERFLEET INC","Information Technology","Equity","8,879,016.20","0.01","8,879,016.20","3,009,836.00","2.95","United States","NASDAQ","USD","1.00","USD","-"
"ACRS","ACLARIS THERAPEUTICS INC","Health Care","Equity","8,868,947.36","0.01","8,868,947.36","2,195,284.00","4.04","United States","NASDAQ","USD","1.00","USD","-"
"OMDA","OMADA HEALTH INC","Health Care","Equity","8,822,611.35","0.01","8,822,611.35","773,235.00","11.41","United States","NASDAQ","USD","1.00","USD","-"
"OEC","ORION SA","Materials","Equity","8,822,922.32","0.01","8,822,922.32","1,310,984.00","6.73","United States","NYSE","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","8,828,549.80","0.01","8,828,549.80","6,588,470.00","1.34","United States","NASDAQ","USD","1.00","USD","-"
"NUS","NU SKIN ENTERPRISES INC CLASS A","Consumer Staples","Equity","8,809,454.40","0.01","8,809,454.40","1,171,470.00","7.52","United States","NYSE","USD","1.00","USD","-"
"HSHP","HIMALAYA SHIPPING LTD","Industrials","Equity","8,813,826.40","0.01","8,813,826.40","653,360.00","13.49","Norway","NYSE","USD","1.00","USD","-"
"KRUS","KURA SUSHI USA INC","Consumer Discretionary","Equity","8,750,255.22","0.01","8,750,255.22","158,347.00","55.26","United States","NASDAQ","USD","1.00","USD","-"
"HBT","HBT FINANCIAL INC","Financials","Equity","8,747,612.50","0.01","8,747,612.50","309,650.00","28.25","United States","NASDAQ","USD","1.00","USD","-"
"DIN","DINE BRANDS GLOBAL INC","Consumer Discretionary","Equity","8,713,208.07","0.01","8,713,208.07","337,329.00","25.83","United States","NYSE","USD","1.00","USD","-"
"NPB","NORTHPOINTE BANCSHARES INC","Financials","Equity","8,714,713.80","0.01","8,714,713.80","468,533.00","18.60","United States","NYSE","USD","1.00","USD","-"
"ANGO","ANGIODYNAMICS INC","Health Care","Equity","8,714,806.80","0.01","8,714,806.80","889,266.00","9.80","United States","NASDAQ","USD","1.00","USD","-"
"GDYN","GRID DYNAMICS HOLDINGS INC CLASS A","Information Technology","Equity","8,689,829.28","0.01","8,689,829.28","1,645,801.00","5.28","United States","NASDAQ","USD","1.00","USD","-"
"CENT","CENTRAL GARDEN AND PET","Consumer Staples","Equity","8,681,131.20","0.01","8,681,131.20","232,240.00","37.38","United States","NASDAQ","USD","1.00","USD","-"
"WRLD","WORLD ACCEPTANCE CORP","Financials","Equity","8,682,331.20","0.01","8,682,331.20","58,349.00","148.80","United States","NASDAQ","USD","1.00","USD","-"
"NPCE","NEUROPACE INC","Health Care","Equity","8,626,957.76","0.01","8,626,957.76","604,976.00","14.26","United States","NASDAQ","USD","1.00","USD","-"
"NVEC","NVE CORP","Information Technology","Equity","8,605,065.03","0.01","8,605,065.03","112,323.00","76.61","United States","NASDAQ","USD","1.00","USD","-"
"FEIM","FREQUENCY ELECTRONICS INC","Information Technology","Equity","8,573,569.60","0.01","8,573,569.60","156,452.00","54.80","United States","NASDAQ","USD","1.00","USD","-"
"IBTA","IBOTTA INC CLASS A","Communication","Equity","8,523,080.85","0.01","8,523,080.85","267,265.00","31.89","United States","NYSE","USD","1.00","USD","-"
"LAND","GLADSTONE LAND REIT CORP","Real Estate","Equity","8,516,215.45","0.01","8,516,215.45","819,655.00","10.39","United States","NASDAQ","USD","1.00","USD","-"
"GOGO","GOGO INC","Communication","Equity","8,488,225.68","0.01","8,488,225.68","1,861,453.00","4.56","United States","NASDAQ","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Consumer Discretionary","Equity","8,458,566.48","0.01","8,458,566.48","656,721.00","12.88","United States","NASDAQ","USD","1.00","USD","-"
"AKBA","AKEBIA THERAPEUTICS INC","Health Care","Equity","8,449,158.20","0.01","8,449,158.20","6,035,113.00","1.40","United States","NASDAQ","USD","1.00","USD","-"
"ATLC","ATLANTICUS HOLDINGS CORP","Financials","Equity","8,408,746.89","0.01","8,408,746.89","132,651.00","63.39","United States","NASDAQ","USD","1.00","USD","-"
"PRME","PRIME MEDICINE INC","Health Care","Equity","8,401,339.10","0.01","8,401,339.10","2,449,370.00","3.43","United States","NASDAQ","USD","1.00","USD","-"
"CTGO","CONTANGO SILVER AND GOLD INC","Materials","Equity","8,391,608.72","0.01","8,391,608.72","359,846.00","23.32","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"KREF","KKR REAL ESTATE FINANCE INC TRUST","Financials","Equity","8,365,117.20","0.01","8,365,117.20","1,315,270.00","6.36","United States","NYSE","USD","1.00","USD","-"
"ABAT","AMERICAN BATTERY TECHNOLOGY COMPAN","Materials","Equity","8,286,209.70","0.01","8,286,209.70","2,907,442.00","2.85","United States","NASDAQ","USD","1.00","USD","-"
"VSTM","VERASTEM INC","Health Care","Equity","8,274,137.58","0.01","8,274,137.58","1,558,218.00","5.31","United States","NASDAQ","USD","1.00","USD","-"
"CERS","CERUS CORP","Health Care","Equity","8,279,581.59","0.01","8,279,581.59","4,380,731.00","1.89","United States","NASDAQ","USD","1.00","USD","-"
"BELFA","BEL FUSE INC CLASS A","Information Technology","Equity","8,247,763.26","0.01","8,247,763.26","36,954.00","223.19","United States","NASDAQ","USD","1.00","USD","-"
"YEXT","YEXT INC","Information Technology","Equity","8,238,617.68","0.01","8,238,617.68","2,466,652.00","3.34","United States","NYSE","USD","1.00","USD","-"
"FNLC","FIRST BANCORP INC","Financials","Equity","8,216,432.28","0.01","8,216,432.28","280,042.00","29.34","United States","NASDAQ","USD","1.00","USD","-"
"OPTU","OPTIMUM COMMUNICATIONS INC CLASS A","Communication","Equity","8,217,905.52","0.01","8,217,905.52","6,225,686.00","1.32","United States","NYSE","USD","1.00","USD","-"
"RM","REGIONAL MANAGEMENT CORP","Financials","Equity","8,193,435.12","0.01","8,193,435.12","225,342.00","36.36","United States","NYSE","USD","1.00","USD","-"
"SFIX","STITCH FIX INC CLASS A","Consumer Discretionary","Equity","8,187,791.31","0.01","8,187,791.31","2,667,033.00","3.07","United States","NASDAQ","USD","1.00","USD","-"
"ARHS","ARHAUS INC CLASS A","Consumer Discretionary","Equity","8,190,725.12","0.01","8,190,725.12","1,209,856.00","6.77","United States","NASDAQ","USD","1.00","USD","-"
"UPB","UPSTREAM BIO INC","Health Care","Equity","8,184,937.89","0.01","8,184,937.89","780,261.00","10.49","United States","NASDAQ","USD","1.00","USD","-"
"PBYI","PUMA BIOTECHNOLOGY INC","Health Care","Equity","8,166,168.08","0.01","8,166,168.08","1,049,636.00","7.78","United States","NASDAQ","USD","1.00","USD","-"
"RNGR","RANGER ENERGY SERVICES INC CLASS A","Energy","Equity","8,169,204.09","0.01","8,169,204.09","483,099.00","16.91","United States","NYSE","USD","1.00","USD","-"
"BBNX","BETA BIONICS INC","Health Care","Equity","8,159,661.30","0.01","8,159,661.30","920,955.00","8.86","United States","NASDAQ","USD","1.00","USD","-"
"STRT","STRATTEC SECURITY CORP","Consumer Discretionary","Equity","8,140,905.76","0.01","8,140,905.76","99,086.00","82.16","United States","NASDAQ","USD","1.00","USD","-"
"REAX","REAL BROKERAGE INC","Real Estate","Equity","8,121,156.92","0.01","8,121,156.92","3,328,343.00","2.44","Canada","NASDAQ","USD","1.00","USD","-"
"AVAH","AVEANNA HEALTHCARE HOLDINGS INC","Health Care","Equity","8,123,736.74","0.01","8,123,736.74","1,306,067.00","6.22","United States","NASDAQ","USD","1.00","USD","-"
"CLMB","CLIMB GLOBAL SOLUTIONS INC","Information Technology","Equity","8,101,420.80","0.01","8,101,420.80","379,280.00","21.36","United States","NASDAQ","USD","1.00","USD","-"
"NECB","NORTHEAST COMMUNITY BANCORP INC","Financials","Equity","8,084,089.93","0.01","8,084,089.93","319,403.00","25.31","United States","NASDAQ","USD","1.00","USD","-"
"OOMA","OOMA INC","Information Technology","Equity","8,088,549.00","0.01","8,088,549.00","581,910.00","13.90","United States","NYSE","USD","1.00","USD","-"
"PDLB","PONCE FINANCIAL GROUP INC","Financials","Equity","8,067,837.36","0.01","8,067,837.36","460,493.00","17.52","United States","NASDAQ","USD","1.00","USD","-"
"XOMA","XOMA ROYALTY CORP","Health Care","Equity","8,047,419.38","0.01","8,047,419.38","219,037.00","36.74","United States","NASDAQ","USD","1.00","USD","-"
"LXFR","LUXFER HOLDINGS PLC","Industrials","Equity","8,039,255.76","0.01","8,039,255.76","614,622.00","13.08","United States","NYSE","USD","1.00","USD","-"
"TECX","TECTONIC THERAPEUTIC INC","Health Care","Equity","8,022,650.88","0.01","8,022,650.88","261,154.00","30.72","United States","NASDAQ","USD","1.00","USD","-"
"PKBK","PARKE BANCORP INC","Financials","Equity","8,013,505.50","0.01","8,013,505.50","269,815.00","29.70","United States","NASDAQ","USD","1.00","USD","-"
"MCFT","MASTERCRAFT BOAT HOLDINGS INC","Consumer Discretionary","Equity","8,005,655.20","0.01","8,005,655.20","372,010.00","21.52","United States","NASDAQ","USD","1.00","USD","-"
"FUBO","FUBOTV INC CLASS A","Communication","Equity","7,984,910.70","0.01","7,984,910.70","682,471.00","11.70","United States","NYSE","USD","1.00","USD","-"
"REPL","REPLIMUNE GROUP INC","Health Care","Equity","7,968,182.88","0.01","7,968,182.88","1,673,988.00","4.76","United States","NASDAQ","USD","1.00","USD","-"
"ITIC","INVESTORS TITLE","Financials","Equity","7,970,805.15","0.01","7,970,805.15","34,573.00","230.55","United States","NASDAQ","USD","1.00","USD","-"
"RR","RICHTECH ROBOTICS INC CLASS B","Industrials","Equity","7,964,635.05","0.01","7,964,635.05","3,962,505.00","2.01","United States","NASDAQ","USD","1.00","USD","-"
"RPD","RAPID7 INC","Information Technology","Equity","7,951,428.03","0.01","7,951,428.03","1,568,329.00","5.07","United States","NASDAQ","USD","1.00","USD","-"
"NGVC","NATURAL GROCERS BY VITAMIN COTTAGE","Consumer Staples","Equity","7,940,725.38","0.01","7,940,725.38","300,103.00","26.46","United States","NYSE","USD","1.00","USD","-"
"ISTR","INVESTAR HOLDING CORP","Financials","Equity","7,929,667.76","0.01","7,929,667.76","277,844.00","28.54","United States","NASDAQ","USD","1.00","USD","-"
"BCML","BAYCOM CORP","Financials","Equity","7,932,624.48","0.01","7,932,624.48","273,162.00","29.04","United States","NASDAQ","USD","1.00","USD","-"
"TSBK","TIMBERLAND BANCORP INC","Financials","Equity","7,927,861.37","0.01","7,927,861.37","191,171.00","41.47","United States","NASDAQ","USD","1.00","USD","-"
"MRVI","MARAVAI LIFESCIENCES HOLDINGS INC","Health Care","Equity","7,905,624.54","0.01","7,905,624.54","2,575,122.00","3.07","United States","NASDAQ","USD","1.00","USD","-"
"MVST","MICROVAST HOLDINGS INC","Industrials","Equity","7,898,469.15","0.01","7,898,469.15","4,786,951.00","1.65","United States","NASDAQ","USD","1.00","USD","-"
"FVR","FRONTVIEW REIT INC","Real Estate","Equity","7,878,115.68","0.01","7,878,115.68","478,041.00","16.48","United States","NYSE","USD","1.00","USD","-"
"SB","SAFE BULKERS INC","Industrials","Equity","7,877,418.72","0.01","7,877,418.72","1,225,104.00","6.43","Monaco","NYSE","USD","1.00","USD","-"
"PLSE","PULSE BIOSCIENCES INC","Health Care","Equity","7,857,008.12","0.01","7,857,008.12","420,836.00","18.67","United States","NASDAQ","USD","1.00","USD","-"
"EU","ENCORE ENERGY CORP","Energy","Equity","7,817,799.16","0.01","7,817,799.16","4,392,022.00","1.78","United States","NASDAQ","USD","1.00","USD","-"
"WLTH","WEALTHFRONT CORP","Financials","Equity","7,770,163.50","0.01","7,770,163.50","784,865.00","9.90","United States","NASDAQ","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS INC","Health Care","Equity","7,762,218.93","0.01","7,762,218.93","692,746.00","11.21","United States","NASDAQ","USD","1.00","USD","-"
"ABX","ABACUS GLOBAL MANAGEMENT INC CLASS","Financials","Equity","7,751,887.92","0.01","7,751,887.92","954,666.00","8.12","United States","NYSE","USD","1.00","USD","-"
"BBBY","BED BATH AND BEYOND INC","Consumer Discretionary","Equity","7,741,722.03","0.01","7,741,722.03","1,650,687.00","4.69","United States","NYSE","USD","1.00","USD","-"
"VOXR","VOX ROYALTY CORP","Materials","Equity","7,732,705.08","0.01","7,732,705.08","1,371,047.00","5.64","Canada","NASDAQ","USD","1.00","USD","-"
"NEWT","NEWTEKONE INC","Financials","Equity","7,733,064.64","0.01","7,733,064.64","629,216.00","12.29","United States","NASDAQ","USD","1.00","USD","-"
"CRNC","CERENCE INC","Information Technology","Equity","7,733,926.95","0.01","7,733,926.95","1,038,111.00","7.45","United States","NASDAQ","USD","1.00","USD","-"
"HPP","HUDSON PACIFIC PROPERTIES REIT INC","Real Estate","Equity","7,710,911.00","0.01","7,710,911.00","1,289,450.00","5.98","United States","NYSE","USD","1.00","USD","-"
"ZUMZ","ZUMIEZ INC","Consumer Discretionary","Equity","7,690,125.60","0.01","7,690,125.60","318,960.00","24.11","United States","NASDAQ","USD","1.00","USD","-"
"SCVL","SHOE CARNIVAL INC","Consumer Discretionary","Equity","7,690,566.16","0.01","7,690,566.16","436,468.00","17.62","United States","NASDAQ","USD","1.00","USD","-"
"MTRX","MATRIX SERVICE","Industrials","Equity","7,692,483.15","0.01","7,692,483.15","630,015.00","12.21","United States","NASDAQ","USD","1.00","USD","-"
"AKTS","AKTIS ONCOLOGY INC","Health Care","Equity","7,673,226.00","0.01","7,673,226.00","454,575.00","16.88","United States","NASDAQ","USD","1.00","USD","-"
"PUBM","PUBMATIC INC CLASS A","Communication","Equity","7,668,644.83","0.01","7,668,644.83","905,389.00","8.47","United States","NASDAQ","USD","1.00","USD","-"
